Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Distance
Air India,1/05/2019,Kolkata,Banglore,CCU ? BOM ? HBX ? BLR,09:25,18:20,8h 55m,2 stops,No info,8366,2515
Air India,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,07:55 19 May,22h 30m,1 stop,No info,8366,2501
Air India,18/05/2019,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,08:20,21:50,13h 30m,2 stops,No info,10697,3104
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,2 stops,No info,15129,2208
IndiGo,18/05/2019,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,non-stop,No info,3858,1386
Jet Airways,6/04/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,7229,1710
IndiGo,27/04/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,6937,2203
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,19:00,5h,1 stop,No info,14714,2203
Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,05:45,16:10,10h 25m,1 stop,In-flight meal not included,9134,1974
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:00,11h 55m,1 stop,In-flight meal not included,10577,2203
Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,10:05 07 May,14h 5m,1 stop,No info,14388,2501
Air India,12/06/2019,Delhi,Cochin,DEL ? BLR ? COK,13:30,08:15 13 Jun,18h 45m,1 stop,No info,8991,2078
Air India,27/05/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,19:15 28 May,30h 20m,2 stops,No info,12436,2337
Air India,12/03/2019,Banglore,New Delhi,BLR ? BOM ? BHO ? DEL,06:45,09:25 13 Mar,26h 40m,2 stops,No info,12515,2081
SpiceJet,15/06/2019,Delhi,Cochin,DEL ? MAA ? COK,15:45,22:05,6h 20m,1 stop,No info,5583,2279
Air India,9/03/2019,Delhi,Cochin,DEL ? BOM ? COK,23:00,07:40 10 Mar,8h 40m,1 stop,No info,10840,2203
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,12:15,12:35 28 Jun,24h 20m,2 stops,No info,14300,2895
SpiceJet,18/04/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 19 Apr,2h 55m,non-stop,No check-in baggage included,5515,1710
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,10844,2501
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:55,09:15 25 Mar,16h 20m,1 stop,In-flight meal not included,11134,2501
Air India,24/04/2019,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,6121,1710
Air India,21/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,07:55 22 May,19h 55m,2 stops,No info,10676,2579
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,No info,14781,2501
Jet Airways,6/04/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,4544,1710
GoAir,6/04/2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,4632,1710
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,04:25 23 Mar,33h 15m,2 stops,No info,10929,2266
Air Asia,21/04/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4409,1547
SpiceJet,1/05/2019,Kolkata,Banglore,CCU ? BLR,06:55,09:30,2h 35m,non-stop,No info,3873,1547
Jet Airways,27/05/2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,In-flight meal not included,4030,1710
Air Asia,9/05/2019,Kolkata,Banglore,CCU ? BLR,22:50,01:20 10 May,2h 30m,non-stop,No info,3807,1547
Air India,12/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,01:20 13 May,15h 20m,2 stops,No info,12140,3730
SpiceJet,6/03/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:30,2h 30m,non-stop,No info,4096,1547
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,18:20,12:35 16 Jun,18h 15m,2 stops,No info,14300,2895
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,21:00,9h 20m,1 stop,In-flight meal not included,6007,2203
IndiGo,1/04/2019,Kolkata,Banglore,CCU ? BLR,14:25,16:55,2h 30m,non-stop,No info,4174,1547
SpiceJet,21/06/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3597,1386
Air India,24/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,19:15,7h 15m,2 stops,No info,9548,2208
Air India,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:50,15:15,6h 25m,1 stop,No info,8714,1974
Vistara,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,20:20 13 Jun,27h 20m,1 stop,No info,8085,3023
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,04:25 04 Jun,8h 55m,2 stops,In-flight meal not included,10368,2208
Air India,27/06/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,09:25 28 Jun,26h 20m,2 stops,No info,10975,2293
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,13h 30m,1 stop,No info,7670,2203
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,18:00,01:30 16 May,7h 30m,1 stop,No info,8073,2203
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,22:55,10:45 13 Mar,11h 50m,1 stop,No info,13817,1974
IndiGo,9/04/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:20,23:45,4h 25m,1 stop,No info,3574,1663
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,04:25 10 May,6h 35m,1 stop,No info,15554,2203
Air India,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,21:00,19:15 28 Mar,22h 15m,1 stop,No info,6692,2203
SpiceJet,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 16 Jun,1h 30m,non-stop,No check-in baggage included,1965,624
IndiGo,24/06/2019,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,non-stop,No info,2227,624
IndiGo,9/06/2019,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,non-stop,No info,3597,1386
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,04:25 07 Jun,14h 25m,1 stop,No info,14714,2203
SpiceJet,9/03/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:45,2h 30m,non-stop,No info,4622,1547
Jet Airways,1/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 02 May,22h 55m,2 stops,No info,15129,2208
IndiGo,15/06/2019,Chennai,Kolkata,MAA ? CCU,22:05,00:25 16 Jun,2h 20m,non-stop,No info,5277,1386
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,18:50,9h 50m,1 stop,No info,11667,2203
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,19:10 10 Jun,26h 10m,1 stop,In-flight meal not included,10539,3023
Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,14:25 10 May,18h,1 stop,No info,11467,3023
Air India,12/06/2019,Delhi,Cochin,DEL ? MAA ? COK,17:20,09:25 13 Jun,16h 5m,1 stop,No info,7480,2279
GoAir,24/04/2019,Banglore,Delhi,BLR ? DEL,20:55,23:40,2h 45m,non-stop,No info,3419,1710
IndiGo,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,01:30 28 Jun,14h 55m,1 stop,No info,5684,2203
IndiGo,12/06/2019,Kolkata,Banglore,CCU ? NAG ? BLR,18:05,23:30,5h 25m,1 stop,No info,6218,1876
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,04:40 13 Jun,8h 40m,1 stop,In-flight meal not included,6959,2501
Vistara,12/06/2019,Banglore,Delhi,BLR ? DEL,19:30,22:15,2h 45m,non-stop,No info,4878,1710
Air India,1/04/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,07:00,05:25 02 Apr,22h 25m,2 stops,No info,12219,3292
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 22 May,13h 20m,1 stop,In-flight meal not included,12384,3023
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202,2049
SpiceJet,1/06/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,4174,1547
Air India,12/05/2019,Mumbai,Hyderabad,BOM ? HYD,15:00,16:25,1h 25m,non-stop,No info,3100,624
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,15:15,6h 20m,1 stop,In-flight meal not included,7832,1974
Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? HYD ? COK,14:55,22:30,7h 35m,1 stop,No info,6723,2085
Air India,6/06/2019,Kolkata,Banglore,CCU ? JAI ? BOM ? BLR,08:20,07:55 07 Jun,23h 35m,2 stops,No info,10697,3104
SpiceJet,1/06/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 02 Jun,2h 20m,non-stop,No check-in baggage included,3841,1547
Air India,1/04/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,12:00 02 Apr,19h 15m,2 stops,No info,9920,3665
IndiGo,01/03/2019,Banglore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,12649,1710
IndiGo,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,21:00,9h 35m,1 stop,No info,6093,2203
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 28 May,22h 55m,2 stops,No info,15129,2208
Jet Airways,27/04/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4544,1710
Air India,27/03/2019,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,5170,1547
IndiGo,9/06/2019,Mumbai,Hyderabad,BOM ? HYD,02:35,04:05,1h 30m,non-stop,No info,2754,624
Air India,12/06/2019,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,3100,624
Air India,1/04/2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,16:45,23:15 02 Apr,30h 30m,2 stops,No info,9237,3665
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:30 16 Jun,12h 30m,1 stop,No info,7198,2203
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,12:35 02 Jun,25h 5m,1 stop,In-flight meal not included,10262,2203
SpiceJet,27/03/2019,Delhi,Cochin,DEL ? MAA ? COK,15:55,21:55,6h,1 stop,No info,5111,2279
Air India,27/06/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,19:15 28 Jun,21h 15m,2 stops,No info,10441,2994
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:45,19:15,10h 30m,1 stop,No info,10261,2203
IndiGo,9/03/2019,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,non-stop,No info,6297,1386
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,03:50,19:00,15h 10m,1 stop,No info,12192,2203
IndiGo,15/06/2019,Banglore,Delhi,BLR ? DEL,10:10,13:00,2h 50m,non-stop,No info,3943,1710
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:30,12:35,7h 5m,2 stops,No info,16274,2310
Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,12:35,5h 30m,1 stop,In-flight meal not included,12898,2203
SpiceJet,15/05/2019,Banglore,Delhi,BLR ? DEL,05:55,08:35,2h 40m,non-stop,No info,3311,1710
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,12:35,7h 40m,1 stop,No info,9103,2203
IndiGo,15/03/2019,Kolkata,Banglore,CCU ? BLR,22:10,00:55 16 Mar,2h 45m,non-stop,No info,4148,1547
IndiGo,9/06/2019,Kolkata,Banglore,CCU ? BLR,15:30,18:05,2h 35m,non-stop,No info,5224,1547
IndiGo,9/05/2019,Kolkata,Banglore,CCU ? BLR,04:40,07:15,2h 35m,non-stop,No info,4804,1547
IndiGo,6/06/2019,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,non-stop,No info,3597,1386
IndiGo,27/06/2019,Kolkata,Banglore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,4804,1547
Jet Airways,6/05/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995,624
SpiceJet,9/04/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No info,3873,1547
Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,04:25 02 Jun,13h 25m,1 stop,In-flight meal not included,10262,2203
Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210,624
GoAir,9/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:30,13:35,6h 5m,1 stop,No info,6276,2085
Jet Airways,09/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,21:25,08:15 13 Mar,10h 50m,1 stop,In-flight meal not included,9134,1974
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,18:55,13:15 13 Mar,18h 20m,1 stop,In-flight meal not included,11087,1974
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,04:40 02 May,14h 35m,1 stop,No info,13941,2501
Air India,3/06/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,5201,2049
IndiGo,24/04/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,16:10,11h 5m,1 stop,No info,6171,2085
Air Asia,1/03/2019,Kolkata,Banglore,CCU ? BLR,19:35,22:05,2h 30m,non-stop,No info,5964,1547
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,19:00 28 May,23h 50m,2 stops,No info,15129,2266
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,12:35 19 May,26h 55m,2 stops,In-flight meal not included,13029,2208
Jet Airways,27/05/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,3h,non-stop,In-flight meal not included,4030,1710
GoAir,18/05/2019,Kolkata,Banglore,CCU ? AMD ? BLR,16:40,00:15 19 May,7h 35m,1 stop,No info,10586,2842
Air India,6/03/2019,Mumbai,Hyderabad,BOM ? JAI ? DEL ? HYD,11:35,19:25 07 Mar,31h 50m,2 stops,No info,17926,2412
Jet Airways,6/06/2019,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,No info,9564,2049
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? GAU ? BLR,10:20,17:35,7h 15m,1 stop,No info,8355,2539
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,01:30 07 Jun,15h 10m,1 stop,No info,6795,2203
Air India,15/05/2019,Delhi,Cochin,DEL ? BLR ? COK,13:30,08:15 16 May,18h 45m,1 stop,No info,10671,2078
Air India,27/03/2019,Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,07:40 28 Mar,18h 20m,2 stops,No info,10178,2231
Vistara,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,09:05 13 Jun,25h 55m,1 stop,No info,7927,3023
Air India,18/05/2019,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,non-stop,No info,3100,624
Air India,6/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19:15 07 Mar,23h 30m,2 stops,No info,12646,2266
IndiGo,6/03/2019,Delhi,Cochin,DEL ? BLR ? COK,05:05,10:05,5h,1 stop,No info,7894,2078
IndiGo,24/06/2019,Banglore,Delhi,BLR ? DEL,01:30,04:15,2h 45m,non-stop,No info,3943,1710
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,19:15,7h 50m,1 stop,No info,7575,2203
Jet Airways,6/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:25,19:45 07 Mar,38h 20m,2 stops,No info,16914,2233
Vistara,24/06/2019,Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6216,2049
IndiGo,21/05/2019,Delhi,Cochin,DEL ? BLR ? COK,17:05,22:15,5h 10m,1 stop,No info,6147,2078
IndiGo,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:30 16 May,8h,1 stop,No info,6979,2203
Air India,27/05/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,6094,2049
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,20:50,04:25 28 Mar,7h 35m,1 stop,No info,12242,2203
Air India,12/06/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,9416,2579
Air India,21/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,09:25 22 Mar,20h 10m,2 stops,No info,7107,2293
Jet Airways,9/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,19:00 10 Jun,21h 35m,2 stops,No info,13292,2233
IndiGo,3/03/2019,Chennai,Kolkata,MAA ? CCU,07:55,10:15,2h 20m,non-stop,No info,7295,1386
IndiGo,18/04/2019,Banglore,Delhi,BLR ? DEL,00:30,03:25,2h 55m,non-stop,No info,4423,1710
IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,23:30,02:20 28 Mar,2h 50m,non-stop,No info,5694,1710
Jet Airways,24/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,05:45,10:25,4h 40m,1 stop,In-flight meal not included,8147,1974
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,01:30 28 May,12h 30m,1 stop,No info,13377,2203
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,00:45 07 Mar,10h 40m,1 stop,In-flight meal not included,13502,1974
Jet Airways,9/03/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:40,04:25 10 Mar,22h 45m,2 stops,In-flight meal not included,13764,2310
Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,09:45 07 Jun,16h 45m,1 stop,No info,12692,3023
IndiGo,18/05/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:50,2h 35m,non-stop,No info,4804,1547
Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,09:20 02 Apr,24h 55m,1 stop,In-flight meal not included,7064,2501
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,12:35,5h 30m,1 stop,No info,14924,2203
IndiGo,1/03/2019,Kolkata,Banglore,CCU ? BLR,15:20,17:55,2h 35m,non-stop,No info,6565,1547
Air India,18/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,19:15 19 May,26h 35m,2 stops,No info,9863,2266
IndiGo,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,5h,1 stop,No info,7725,2203
Air India,15/05/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,19:15 16 May,21h 15m,2 stops,No info,11281,2994
Jet Airways,21/05/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210,624
Air India,1/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,04:40 02 May,9h 40m,1 stop,No info,6117,1663
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,04:25 25 Jun,12h 25m,1 stop,In-flight meal not included,10262,2203
IndiGo,1/04/2019,Banglore,Delhi,BLR ? DEL,04:00,06:50,2h 50m,non-stop,No info,3943,1710
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,04:40 13 Jun,9h 45m,1 stop,No info,12576,2501
Air Asia,21/04/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,13:25,5h 30m,1 stop,No info,7452,2078
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,16:20,9h 50m,1 stop,No info,14781,2501
Air India,12/06/2019,Kolkata,Banglore,CCU ? BBI ? BLR,09:10,13:15,4h 5m,1 stop,No info,8996,1548
Air India,6/03/2019,Delhi,Cochin,DEL ? BLR ? COK,13:30,08:15 07 Mar,18h 45m,1 stop,No info,11563,2078
IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,04:00,06:50,2h 50m,non-stop,No info,4777,1710
IndiGo,9/04/2019,Kolkata,Banglore,CCU ? BLR,15:30,18:05,2h 35m,non-stop,No info,4174,1547
SpiceJet,6/06/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841,1547
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,18:20,04:25 25 Jun,10h 5m,2 stops,No info,13775,2895
Air India,27/03/2019,Delhi,Cochin,DEL ? MAA ? COK,17:20,09:25 28 Mar,16h 5m,1 stop,No info,5117,2279
Jet Airways,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678,624
Jet Airways,1/04/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,19:00,5h,1 stop,In-flight meal not included,5177,2203
SpiceJet,9/05/2019,Delhi,Cochin,DEL ? BLR ? COK,17:55,22:50,4h 55m,1 stop,No info,5975,2078
IndiGo,03/03/2019,Banglore,New Delhi,BLR ? DEL,00:40,03:25,2h 45m,non-stop,No info,6860,1710
IndiGo,18/05/2019,Kolkata,Banglore,CCU ? BLR,09:35,12:20,2h 45m,non-stop,No info,4804,1547
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,01:30 28 Jun,14h,1 stop,No info,13377,2203
Air India,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,8372,2203
Multiple carriers,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,21:00,12h,1 stop,No info,7933,2203
IndiGo,15/05/2019,Mumbai,Hyderabad,BOM ? HYD,06:25,07:55,1h 30m,non-stop,No info,4049,624
Air India,03/03/2019,Banglore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,11423,1710
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,16:20 16 May,21h 25m,1 stop,In-flight meal not included,10844,2501
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,04:25 23 Mar,42h 45m,2 stops,No info,12819,2208
SpiceJet,18/04/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 19 Apr,2h 55m,non-stop,No info,5621,1710
Air India,9/05/2019,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,5228,1710
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:25,19:45 28 Mar,38h 20m,2 stops,In-flight meal not included,9254,2233
IndiGo,1/05/2019,Mumbai,Hyderabad,BOM ? HYD,06:25,07:55,1h 30m,non-stop,No info,4392,624
Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,8040,624
Air Asia,27/04/2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,4483,1710
Air India,3/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,09:25 04 Mar,23h 40m,2 stops,No info,12760,2293
Jet Airways,15/05/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,7229,1710
Vistara,24/04/2019,Banglore,Delhi,BLR ? DEL,07:00,09:40,2h 40m,non-stop,No info,5403,1710
Air India,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,19:15,12h 15m,1 stop,No info,7934,2203
GoAir,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,23:30,07:45 16 May,8h 15m,1 stop,No info,6945,2501
SpiceJet,6/04/2019,Banglore,Delhi,BLR ? DEL,09:30,12:20,2h 50m,non-stop,No info,4423,1710
Jet Airways,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,07:10,08:35,1h 25m,non-stop,No info,8040,624
Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,19:00,11h,1 stop,In-flight meal not included,11399,2203
Jet Airways,21/04/2019,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202,2049
Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,21:00,9h 30m,1 stop,No info,13727,2203
SpiceJet,24/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:55,22:50,4h 55m,1 stop,No info,4957,2078
Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:00,6h,1 stop,In-flight meal not included,10262,2203
SpiceJet,3/04/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,1h 30m,non-stop,No info,2017,624
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,04:25 28 Mar,10h 10m,1 stop,No info,12242,2203
Jet Airways,1/03/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,10875,624
Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,10844,2501
Air Asia,3/06/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4409,1547
Air India,21/03/2019,Banglore,New Delhi,BLR ? COK ? DEL,06:55,23:20,16h 25m,1 stop,No info,6987,2417
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:40,04:25 28 Mar,22h 45m,2 stops,No info,12074,2310
Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,19:15,7h 50m,1 stop,No info,7354,2203
Air India,3/06/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,16:55,19:15 04 Jun,26h 20m,2 stops,No info,13381,4043
Air India,15/06/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,2h 50m,non-stop,No info,5201,2049
Jet Airways,1/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,12:00 02 May,19h 30m,1 stop,In-flight meal not included,9663,2501
Air India,9/05/2019,Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,6094,2049
Jet Airways,12/05/2019,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202,2049
